Cell,Louvain_Stage,Annotation
cell_45686,7,Extraembryonic mesoderm
cell_45688,0,Visceral Endoderm
cell_45689,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45690,0,Visceral Endoderm
cell_45692,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45693,4,Primitive Streak
cell_45694,8,Hemogenic
cell_45695,2,ant Neuroectoderm
cell_45696,6,Visceral Endoderm
cell_45697,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45698,1,Trophectoderm
cell_45699,4,Primitive Streak
cell_45700,0,Visceral Endoderm
cell_45702,3,ant Epiblast
cell_45703,3,ant Epiblast
cell_45704,8,Hemogenic
cell_45705,1,Trophectoderm
cell_45706,10,Caudal Epiblast
cell_45707,0,Visceral Endoderm
cell_45708,2,ant Neuroectoderm
cell_45709,0,Visceral Endoderm
cell_45710,1,Trophectoderm
cell_45711,9,Definitive Endoderm
cell_45712,1,Trophectoderm
cell_45713,9,Definitive Endoderm
cell_45714,3,ant Epiblast
cell_45715,0,Visceral Endoderm
cell_45717,3,ant Epiblast
cell_45719,9,Definitive Endoderm
cell_45720,6,Visceral Endoderm
cell_45722,0,Visceral Endoderm
cell_45723,13,Primitive Streak
cell_45724,2,ant Neuroectoderm
cell_45725,9,Definitive Endoderm
cell_45726,0,Visceral Endoderm
cell_45728,2,ant Neuroectoderm
cell_45729,10,Caudal Epiblast
cell_45730,2,ant Neuroectoderm
cell_45731,6,Visceral Endoderm
cell_45733,2,ant Neuroectoderm
cell_45734,10,Caudal Epiblast
cell_45735,1,Trophectoderm
cell_45736,0,Visceral Endoderm
cell_45737,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45738,1,Trophectoderm
cell_45739,0,Visceral Endoderm
cell_45740,0,Visceral Endoderm
cell_45741,1,Trophectoderm
cell_45742,8,Hemogenic
cell_45743,7,Extraembryonic mesoderm
cell_45744,11,* Visceral Endoderm
cell_45745,3,ant Epiblast
cell_45746,2,ant Neuroectoderm
cell_45748,7,Extraembryonic mesoderm
cell_45749,1,Trophectoderm
cell_45750,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45751,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45752,2,ant Neuroectoderm
cell_45753,4,Primitive Streak
cell_45754,10,Caudal Epiblast
cell_45755,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45756,3,ant Epiblast
cell_45757,2,ant Neuroectoderm
cell_45758,7,Extraembryonic mesoderm
cell_45759,3,ant Epiblast
cell_45760,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45761,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45762,0,Visceral Endoderm
cell_45763,1,Trophectoderm
cell_45764,6,Visceral Endoderm
cell_45765,7,Extraembryonic mesoderm
cell_45767,8,Hemogenic
cell_45768,8,Hemogenic
cell_45769,1,Trophectoderm
cell_45771,1,Trophectoderm
cell_45772,1,Trophectoderm
cell_45773,1,Trophectoderm
cell_45774,9,Definitive Endoderm
cell_45775,0,Visceral Endoderm
cell_45777,12,CardioPahayngeal progenitor
cell_45778,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45779,7,Extraembryonic mesoderm
cell_45780,4,Primitive Streak
cell_45781,7,Extraembryonic mesoderm
cell_45783,6,Visceral Endoderm
cell_45784,0,Visceral Endoderm
cell_45786,7,Extraembryonic mesoderm
cell_45787,8,Hemogenic
cell_45788,3,ant Epiblast
cell_45789,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45790,9,Definitive Endoderm
cell_45791,8,Hemogenic
cell_45792,1,Trophectoderm
cell_45793,0,Visceral Endoderm
cell_45794,8,Hemogenic
cell_45795,2,ant Neuroectoderm
cell_45797,2,ant Neuroectoderm
cell_45798,2,ant Neuroectoderm
cell_45799,3,ant Epiblast
cell_45800,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45801,2,ant Neuroectoderm
cell_45802,0,Visceral Endoderm
cell_45803,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45804,6,Visceral Endoderm
cell_45805,7,Extraembryonic mesoderm
cell_45806,9,Definitive Endoderm
cell_45807,1,Trophectoderm
cell_45808,11,* Visceral Endoderm
cell_45809,1,Trophectoderm
cell_45810,12,CardioPahayngeal progenitor
cell_45811,0,Visceral Endoderm
cell_45812,4,Primitive Streak
cell_45813,13,Primitive Streak
cell_45814,4,Primitive Streak
cell_45815,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45816,1,Trophectoderm
cell_45817,8,Hemogenic
cell_45818,2,ant Neuroectoderm
cell_45819,3,ant Epiblast
cell_45820,8,Hemogenic
cell_45821,4,Primitive Streak
cell_45822,1,Trophectoderm
cell_45823,9,Definitive Endoderm
cell_45824,0,Visceral Endoderm
cell_45825,13,Primitive Streak
cell_45826,3,ant Epiblast
cell_45828,10,Caudal Epiblast
cell_45829,7,Extraembryonic mesoderm
cell_45830,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45831,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45832,4,Primitive Streak
cell_45834,0,Visceral Endoderm
cell_45835,12,CardioPahayngeal progenitor
cell_45836,4,Primitive Streak
cell_45838,6,Visceral Endoderm
cell_45839,12,CardioPahayngeal progenitor
cell_45841,12,CardioPahayngeal progenitor
cell_45842,3,ant Epiblast
cell_45843,1,Trophectoderm
cell_45844,12,CardioPahayngeal progenitor
cell_45845,4,Primitive Streak
cell_45846,2,ant Neuroectoderm
cell_45847,0,Visceral Endoderm
cell_45848,7,Extraembryonic mesoderm
cell_45849,0,Visceral Endoderm
cell_45850,0,Visceral Endoderm
cell_45854,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45855,7,Extraembryonic mesoderm
cell_45856,2,ant Neuroectoderm
cell_45858,0,Visceral Endoderm
cell_45862,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45863,6,Visceral Endoderm
cell_45864,8,Hemogenic
cell_45865,7,Extraembryonic mesoderm
cell_45866,6,Visceral Endoderm
cell_45867,6,Visceral Endoderm
cell_45868,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45869,0,Visceral Endoderm
cell_45870,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45871,8,Hemogenic
cell_45872,0,Visceral Endoderm
cell_45873,7,Extraembryonic mesoderm
cell_45874,11,* Visceral Endoderm
cell_45875,0,Visceral Endoderm
cell_45876,10,Caudal Epiblast
cell_45877,9,Definitive Endoderm
cell_45878,2,ant Neuroectoderm
cell_45879,7,Extraembryonic mesoderm
cell_45880,8,Hemogenic
cell_45881,6,Visceral Endoderm
cell_45882,12,CardioPahayngeal progenitor
cell_45883,1,Trophectoderm
cell_45884,3,ant Epiblast
cell_45885,4,Primitive Streak
cell_45886,2,ant Neuroectoderm
cell_45887,3,ant Epiblast
cell_45888,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45889,-1,
cell_45890,1,Trophectoderm
cell_45891,8,Hemogenic
cell_45892,12,CardioPahayngeal progenitor
cell_45893,4,Primitive Streak
cell_45894,2,ant Neuroectoderm
cell_45895,12,CardioPahayngeal progenitor
cell_45896,0,Visceral Endoderm
cell_45897,3,ant Epiblast
cell_45898,4,Primitive Streak
cell_45900,3,ant Epiblast
cell_45901,7,Extraembryonic mesoderm
cell_45903,1,Trophectoderm
cell_45904,13,Primitive Streak
cell_45907,6,Visceral Endoderm
cell_45908,13,Primitive Streak
cell_45909,3,ant Epiblast
cell_45910,10,Caudal Epiblast
cell_45911,7,Extraembryonic mesoderm
cell_45912,1,Trophectoderm
cell_45913,2,ant Neuroectoderm
cell_45914,7,Extraembryonic mesoderm
cell_45915,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45916,13,Primitive Streak
cell_45917,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45918,4,Primitive Streak
cell_45919,7,Extraembryonic mesoderm
cell_45920,0,Visceral Endoderm
cell_45921,11,* Visceral Endoderm
cell_45922,2,ant Neuroectoderm
cell_45923,12,CardioPahayngeal progenitor
cell_45925,4,Primitive Streak
cell_45926,4,Primitive Streak
cell_45928,12,CardioPahayngeal progenitor
cell_45929,2,ant Neuroectoderm
cell_45930,0,Visceral Endoderm
cell_45931,8,Hemogenic
cell_45932,0,Visceral Endoderm
cell_45933,1,Trophectoderm
cell_45935,3,ant Epiblast
cell_45936,8,Hemogenic
cell_45938,2,ant Neuroectoderm
cell_45941,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45942,2,ant Neuroectoderm
cell_45943,4,Primitive Streak
cell_45944,12,CardioPahayngeal progenitor
cell_45945,3,ant Epiblast
cell_45946,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45948,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45949,2,ant Neuroectoderm
cell_45950,1,Trophectoderm
cell_45953,12,CardioPahayngeal progenitor
cell_45954,4,Primitive Streak
cell_45955,13,Primitive Streak
cell_45956,3,ant Epiblast
cell_45957,2,ant Neuroectoderm
cell_45958,3,ant Epiblast
cell_45959,1,Trophectoderm
cell_45960,6,Visceral Endoderm
cell_45961,3,ant Epiblast
cell_45962,10,Caudal Epiblast
cell_45963,7,Extraembryonic mesoderm
cell_45964,1,Trophectoderm
cell_45965,1,Trophectoderm
cell_45966,3,ant Epiblast
cell_45967,1,Trophectoderm
cell_45968,6,Visceral Endoderm
cell_45969,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45970,3,ant Epiblast
cell_45971,0,Visceral Endoderm
cell_45972,2,ant Neuroectoderm
cell_45973,2,ant Neuroectoderm
cell_45974,0,Visceral Endoderm
cell_45975,0,Visceral Endoderm
cell_45976,0,Visceral Endoderm
cell_45977,1,Trophectoderm
cell_45979,12,CardioPahayngeal progenitor
cell_45980,0,Visceral Endoderm
cell_45981,9,Definitive Endoderm
cell_45982,6,Visceral Endoderm
cell_45983,7,Extraembryonic mesoderm
cell_45985,3,ant Epiblast
cell_45986,9,Definitive Endoderm
cell_45987,1,Trophectoderm
cell_45988,5,post Primitive Streak; early Extra embryonic mesoderm
cell_45989,2,ant Neuroectoderm
cell_45990,0,Visceral Endoderm
cell_45991,9,Definitive Endoderm
cell_45992,2,ant Neuroectoderm
cell_45994,7,Extraembryonic mesoderm
cell_45995,7,Extraembryonic mesoderm
cell_45996,6,Visceral Endoderm
cell_45998,2,ant Neuroectoderm
cell_45999,2,ant Neuroectoderm
cell_46000,1,Trophectoderm
cell_46001,3,ant Epiblast
cell_46002,2,ant Neuroectoderm
cell_46003,0,Visceral Endoderm
cell_46004,0,Visceral Endoderm
cell_46005,1,Trophectoderm
cell_46006,9,Definitive Endoderm
cell_46007,12,CardioPahayngeal progenitor
cell_46008,11,* Visceral Endoderm
cell_46009,10,Caudal Epiblast
cell_46011,1,Trophectoderm
cell_46012,10,Caudal Epiblast
cell_46013,4,Primitive Streak
cell_46014,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46015,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46017,0,Visceral Endoderm
cell_46018,13,Primitive Streak
cell_46019,10,Caudal Epiblast
cell_46020,12,CardioPahayngeal progenitor
cell_46021,7,Extraembryonic mesoderm
cell_46022,1,Trophectoderm
cell_46023,8,Hemogenic
cell_46025,3,ant Epiblast
cell_46026,9,Definitive Endoderm
cell_46027,6,Visceral Endoderm
cell_46029,3,ant Epiblast
cell_46030,1,Trophectoderm
cell_46031,0,Visceral Endoderm
cell_46033,0,Visceral Endoderm
cell_46034,0,Visceral Endoderm
cell_46035,6,Visceral Endoderm
cell_46036,2,ant Neuroectoderm
cell_46037,7,Extraembryonic mesoderm
cell_46038,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46039,8,Hemogenic
cell_46040,1,Trophectoderm
cell_46041,0,Visceral Endoderm
cell_46042,3,ant Epiblast
cell_46043,0,Visceral Endoderm
cell_46044,2,ant Neuroectoderm
cell_46045,0,Visceral Endoderm
cell_46046,7,Extraembryonic mesoderm
cell_46047,8,Hemogenic
cell_46049,12,CardioPahayngeal progenitor
cell_46050,7,Extraembryonic mesoderm
cell_46051,7,Extraembryonic mesoderm
cell_46052,0,Visceral Endoderm
cell_46053,4,Primitive Streak
cell_46054,3,ant Epiblast
cell_46055,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46056,7,Extraembryonic mesoderm
cell_46058,3,ant Epiblast
cell_46059,2,ant Neuroectoderm
cell_46060,1,Trophectoderm
cell_46061,9,Definitive Endoderm
cell_46062,2,ant Neuroectoderm
cell_46063,4,Primitive Streak
cell_46064,8,Hemogenic
cell_46065,4,Primitive Streak
cell_46066,0,Visceral Endoderm
cell_46067,0,Visceral Endoderm
cell_46068,12,CardioPahayngeal progenitor
cell_46069,0,Visceral Endoderm
cell_46070,8,Hemogenic
cell_46071,9,Definitive Endoderm
cell_46072,0,Visceral Endoderm
cell_46073,7,Extraembryonic mesoderm
cell_46075,10,Caudal Epiblast
cell_46076,6,Visceral Endoderm
cell_46077,7,Extraembryonic mesoderm
cell_46078,11,* Visceral Endoderm
cell_46080,0,Visceral Endoderm
cell_46081,0,Visceral Endoderm
cell_46082,12,CardioPahayngeal progenitor
cell_46083,6,Visceral Endoderm
cell_46084,3,ant Epiblast
cell_46085,7,Extraembryonic mesoderm
cell_46086,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46087,2,ant Neuroectoderm
cell_46088,4,Primitive Streak
cell_46089,2,ant Neuroectoderm
cell_46090,8,Hemogenic
cell_46092,1,Trophectoderm
cell_46093,7,Extraembryonic mesoderm
cell_46094,8,Hemogenic
cell_46095,10,Caudal Epiblast
cell_46096,11,* Visceral Endoderm
cell_46097,0,Visceral Endoderm
cell_46099,7,Extraembryonic mesoderm
cell_46100,13,Primitive Streak
cell_46102,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46103,6,Visceral Endoderm
cell_46104,2,ant Neuroectoderm
cell_46105,2,ant Neuroectoderm
cell_46106,3,ant Epiblast
cell_46107,3,ant Epiblast
cell_46108,3,ant Epiblast
cell_46109,0,Visceral Endoderm
cell_46110,1,Trophectoderm
cell_46111,13,Primitive Streak
cell_46112,2,ant Neuroectoderm
cell_46113,4,Primitive Streak
cell_46114,3,ant Epiblast
cell_46115,3,ant Epiblast
cell_46116,3,ant Epiblast
cell_46117,0,Visceral Endoderm
cell_46119,12,CardioPahayngeal progenitor
cell_46120,7,Extraembryonic mesoderm
cell_46121,2,ant Neuroectoderm
cell_46122,7,Extraembryonic mesoderm
cell_46124,13,Primitive Streak
cell_46125,6,Visceral Endoderm
cell_46126,2,ant Neuroectoderm
cell_46127,1,Trophectoderm
cell_46128,2,ant Neuroectoderm
cell_46129,0,Visceral Endoderm
cell_46130,11,* Visceral Endoderm
cell_46131,0,Visceral Endoderm
cell_46132,6,Visceral Endoderm
cell_46134,0,Visceral Endoderm
cell_46135,8,Hemogenic
cell_46136,2,ant Neuroectoderm
cell_46137,2,ant Neuroectoderm
cell_46138,6,Visceral Endoderm
cell_46139,8,Hemogenic
cell_46140,2,ant Neuroectoderm
cell_46141,10,Caudal Epiblast
cell_46142,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46143,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46144,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46145,2,ant Neuroectoderm
cell_46147,2,ant Neuroectoderm
cell_46148,0,Visceral Endoderm
cell_46149,0,Visceral Endoderm
cell_46150,4,Primitive Streak
cell_46151,6,Visceral Endoderm
cell_46152,2,ant Neuroectoderm
cell_46153,4,Primitive Streak
cell_46154,4,Primitive Streak
cell_46155,2,ant Neuroectoderm
cell_46156,11,* Visceral Endoderm
cell_46157,2,ant Neuroectoderm
cell_46158,4,Primitive Streak
cell_46159,8,Hemogenic
cell_46160,6,Visceral Endoderm
cell_46161,2,ant Neuroectoderm
cell_46162,11,* Visceral Endoderm
cell_46163,4,Primitive Streak
cell_46164,1,Trophectoderm
cell_46165,0,Visceral Endoderm
cell_46166,4,Primitive Streak
cell_46167,8,Hemogenic
cell_46169,3,ant Epiblast
cell_46170,8,Hemogenic
cell_46171,4,Primitive Streak
cell_46172,0,Visceral Endoderm
cell_46173,0,Visceral Endoderm
cell_46174,0,Visceral Endoderm
cell_46175,0,Visceral Endoderm
cell_46176,11,* Visceral Endoderm
cell_46177,4,Primitive Streak
cell_46178,7,Extraembryonic mesoderm
cell_46179,0,Visceral Endoderm
cell_46181,0,Visceral Endoderm
cell_46182,3,ant Epiblast
cell_46183,11,* Visceral Endoderm
cell_46184,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46185,7,Extraembryonic mesoderm
cell_46186,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46188,4,Primitive Streak
cell_46190,3,ant Epiblast
cell_46191,3,ant Epiblast
cell_46192,7,Extraembryonic mesoderm
cell_46194,3,ant Epiblast
cell_46195,2,ant Neuroectoderm
cell_46196,8,Hemogenic
cell_46197,11,* Visceral Endoderm
cell_46199,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46200,6,Visceral Endoderm
cell_46201,12,CardioPahayngeal progenitor
cell_46202,0,Visceral Endoderm
cell_46203,8,Hemogenic
cell_46204,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46205,0,Visceral Endoderm
cell_46208,10,Caudal Epiblast
cell_46210,0,Visceral Endoderm
cell_46211,4,Primitive Streak
cell_46212,2,ant Neuroectoderm
cell_46213,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46214,2,ant Neuroectoderm
cell_46215,6,Visceral Endoderm
cell_46216,3,ant Epiblast
cell_46217,1,Trophectoderm
cell_46218,2,ant Neuroectoderm
cell_46219,2,ant Neuroectoderm
cell_46220,2,ant Neuroectoderm
cell_46221,10,Caudal Epiblast
cell_46222,7,Extraembryonic mesoderm
cell_46223,3,ant Epiblast
cell_46224,0,Visceral Endoderm
cell_46226,9,Definitive Endoderm
cell_46227,2,ant Neuroectoderm
cell_46228,2,ant Neuroectoderm
cell_46229,0,Visceral Endoderm
cell_46230,2,ant Neuroectoderm
cell_46231,3,ant Epiblast
cell_46232,1,Trophectoderm
cell_46233,10,Caudal Epiblast
cell_46234,0,Visceral Endoderm
cell_46235,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46236,4,Primitive Streak
cell_46238,6,Visceral Endoderm
cell_46239,1,Trophectoderm
cell_46240,11,* Visceral Endoderm
cell_46241,4,Primitive Streak
cell_46243,8,Hemogenic
cell_46245,11,* Visceral Endoderm
cell_46246,10,Caudal Epiblast
cell_46247,2,ant Neuroectoderm
cell_46248,12,CardioPahayngeal progenitor
cell_46249,1,Trophectoderm
cell_46250,10,Caudal Epiblast
cell_46251,4,Primitive Streak
cell_46252,3,ant Epiblast
cell_46253,6,Visceral Endoderm
cell_46254,0,Visceral Endoderm
cell_46255,1,Trophectoderm
cell_46256,13,Primitive Streak
cell_46257,9,Definitive Endoderm
cell_46258,8,Hemogenic
cell_46259,1,Trophectoderm
cell_46260,0,Visceral Endoderm
cell_46261,8,Hemogenic
cell_46263,13,Primitive Streak
cell_46264,0,Visceral Endoderm
cell_46265,13,Primitive Streak
cell_46266,10,Caudal Epiblast
cell_46267,0,Visceral Endoderm
cell_46268,0,Visceral Endoderm
cell_46269,7,Extraembryonic mesoderm
cell_46270,3,ant Epiblast
cell_46271,2,ant Neuroectoderm
cell_46273,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46274,2,ant Neuroectoderm
cell_46275,4,Primitive Streak
cell_46276,1,Trophectoderm
cell_46277,0,Visceral Endoderm
cell_46278,12,CardioPahayngeal progenitor
cell_46279,1,Trophectoderm
cell_46280,0,Visceral Endoderm
cell_46281,2,ant Neuroectoderm
cell_46282,12,CardioPahayngeal progenitor
cell_46283,4,Primitive Streak
cell_46284,7,Extraembryonic mesoderm
cell_46285,7,Extraembryonic mesoderm
cell_46286,2,ant Neuroectoderm
cell_46287,2,ant Neuroectoderm
cell_46288,1,Trophectoderm
cell_46289,3,ant Epiblast
cell_46290,3,ant Epiblast
cell_46291,6,Visceral Endoderm
cell_46292,13,Primitive Streak
cell_46293,9,Definitive Endoderm
cell_46294,10,Caudal Epiblast
cell_46295,1,Trophectoderm
cell_46297,0,Visceral Endoderm
cell_46299,2,ant Neuroectoderm
cell_46300,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46301,0,Visceral Endoderm
cell_46302,7,Extraembryonic mesoderm
cell_46303,10,Caudal Epiblast
cell_46304,0,Visceral Endoderm
cell_46305,6,Visceral Endoderm
cell_46307,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46308,2,ant Neuroectoderm
cell_46309,2,ant Neuroectoderm
cell_46310,4,Primitive Streak
cell_46311,7,Extraembryonic mesoderm
cell_46312,6,Visceral Endoderm
cell_46314,12,CardioPahayngeal progenitor
cell_46315,1,Trophectoderm
cell_46316,8,Hemogenic
cell_46317,10,Caudal Epiblast
cell_46318,11,* Visceral Endoderm
cell_46320,4,Primitive Streak
cell_46321,8,Hemogenic
cell_46322,2,ant Neuroectoderm
cell_46323,3,ant Epiblast
cell_46324,1,Trophectoderm
cell_46325,13,Primitive Streak
cell_46326,0,Visceral Endoderm
cell_46328,3,ant Epiblast
cell_46329,6,Visceral Endoderm
cell_46330,9,Definitive Endoderm
cell_46331,0,Visceral Endoderm
cell_46332,0,Visceral Endoderm
cell_46334,10,Caudal Epiblast
cell_46335,8,Hemogenic
cell_46337,8,Hemogenic
cell_46338,7,Extraembryonic mesoderm
cell_46339,4,Primitive Streak
cell_46340,0,Visceral Endoderm
cell_46341,2,ant Neuroectoderm
cell_46342,11,* Visceral Endoderm
cell_46343,11,* Visceral Endoderm
cell_46344,3,ant Epiblast
cell_46345,4,Primitive Streak
cell_46346,11,* Visceral Endoderm
cell_46349,4,Primitive Streak
cell_46350,2,ant Neuroectoderm
cell_46351,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46352,3,ant Epiblast
cell_46353,0,Visceral Endoderm
cell_46354,4,Primitive Streak
cell_46355,9,Definitive Endoderm
cell_46356,6,Visceral Endoderm
cell_46358,2,ant Neuroectoderm
cell_46359,9,Definitive Endoderm
cell_46361,8,Hemogenic
cell_46362,2,ant Neuroectoderm
cell_46363,4,Primitive Streak
cell_46365,0,Visceral Endoderm
cell_46366,10,Caudal Epiblast
cell_46367,3,ant Epiblast
cell_46368,2,ant Neuroectoderm
cell_46369,4,Primitive Streak
cell_46370,6,Visceral Endoderm
cell_46371,13,Primitive Streak
cell_46372,6,Visceral Endoderm
cell_46374,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46375,1,Trophectoderm
cell_46376,0,Visceral Endoderm
cell_46377,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46378,6,Visceral Endoderm
cell_46379,7,Extraembryonic mesoderm
cell_46380,2,ant Neuroectoderm
cell_46382,5,post Primitive Streak; early Extra embryonic mesoderm
cell_46384,0,Visceral Endoderm
