Cell,Louvain_Stage,Annotation_Stage
cell_2058,3,
cell_2059,3,
cell_2061,2,
cell_2062,0,
cell_2063,1,
cell_2064,2,
cell_2065,3,
cell_2066,0,
cell_2067,0,
cell_2068,5,
cell_2069,3,
cell_2070,2,
cell_2072,3,
cell_2073,3,
cell_2074,3,
cell_2075,0,
cell_2076,6,
cell_2077,3,
cell_2078,5,
cell_2079,3,
cell_2080,5,
cell_2081,6,
cell_2082,0,
cell_2083,0,
cell_2084,3,
cell_2085,1,
cell_2087,2,
cell_2088,2,
cell_2089,2,
cell_2091,3,
cell_2092,0,
cell_2093,3,
cell_2094,0,
cell_2095,1,
cell_2096,0,
cell_2097,1,
cell_2098,3,
cell_2099,2,
cell_2100,0,
cell_2101,6,
cell_2102,1,
cell_2103,1,
cell_2104,0,
cell_2105,0,
cell_2106,1,
cell_2107,2,
cell_2108,3,
cell_2109,0,
cell_2110,3,
cell_2111,3,
cell_2112,3,
cell_2114,1,
cell_2115,5,
cell_2116,3,
cell_2117,5,
cell_2118,5,
cell_2119,3,
cell_2120,0,
cell_2121,2,
cell_2122,3,
cell_2124,2,
cell_2125,3,
cell_2126,0,
cell_2127,0,
cell_2128,1,
cell_2129,6,
cell_2130,1,
cell_2131,2,
cell_2133,0,
cell_2134,3,
cell_2135,1,
cell_2136,6,
cell_2137,1,
cell_2138,0,
cell_2139,2,
cell_2140,1,
cell_2141,0,
cell_2142,3,
cell_2143,2,
cell_2145,3,
cell_2146,6,
cell_2148,0,
cell_2149,0,
cell_2150,1,
cell_2151,2,
cell_2152,2,
cell_2153,0,
cell_2154,2,
cell_2155,5,
cell_2156,2,
cell_2157,0,
cell_2158,3,
cell_2159,1,
cell_2160,4,
cell_2161,0,
cell_2163,3,
cell_2165,2,
cell_2167,3,
cell_2168,2,
cell_2169,3,
cell_2170,3,
cell_2171,3,
cell_2172,2,
cell_2173,0,
cell_2174,0,
cell_2175,2,
cell_2176,1,
cell_2177,6,
cell_2178,1,
cell_2179,1,
cell_2180,2,
cell_2181,6,
cell_2182,0,
cell_2183,3,
cell_2184,2,
cell_2186,3,
cell_2187,5,
cell_2188,5,
cell_2189,3,
cell_2190,1,
cell_2191,2,
cell_2192,3,
cell_2194,3,
cell_2195,0,
cell_2197,2,
cell_2198,2,
cell_2199,5,
cell_2200,0,
cell_2201,2,
cell_2202,0,
cell_2203,3,
cell_2204,5,
cell_2205,6,
cell_2206,0,
cell_2207,2,
cell_2208,2,
cell_2209,1,
cell_2210,5,
cell_2211,2,
cell_2212,5,
cell_2213,1,
cell_2214,3,
cell_2215,3,
cell_2218,2,
cell_2220,3,
cell_2221,2,
cell_2223,1,
cell_2224,1,
cell_2225,1,
cell_2226,5,
cell_2227,1,
cell_2228,1,
cell_2229,0,
cell_2230,6,
cell_2231,3,
cell_2232,3,
cell_2233,2,
cell_2234,3,
cell_2235,2,
cell_2236,1,
cell_2237,2,
cell_2238,0,
cell_2239,6,
cell_2240,0,
cell_2241,2,
cell_2242,1,
cell_2243,5,
cell_2244,2,
cell_2245,2,
cell_2246,6,
cell_2247,2,
cell_2249,1,
cell_2250,1,
cell_2251,4,
cell_2252,4,
cell_2253,1,
cell_2254,2,
cell_2255,6,
cell_2256,2,
cell_2257,2,
cell_2258,0,
cell_2259,3,
cell_2260,3,
cell_2261,1,
cell_2262,0,
cell_2263,3,
cell_2264,1,
cell_2265,2,
cell_2266,5,
cell_2267,5,
cell_2268,0,
cell_2270,2,
cell_2271,0,
cell_2272,0,
cell_2273,6,
cell_2275,3,
cell_2277,6,
cell_2278,6,
cell_2279,2,
cell_2280,6,
cell_2281,3,
cell_2282,3,
cell_2283,1,
cell_2284,3,
cell_2285,2,
cell_2286,3,
cell_2287,1,
cell_2288,5,
cell_2289,1,
cell_2290,0,
cell_2291,3,
cell_2292,0,
cell_2295,3,
cell_2296,5,
cell_2297,5,
cell_2298,5,
cell_2299,3,
cell_2300,0,
cell_2301,2,
cell_2302,3,
cell_2303,2,
cell_2304,0,
cell_2305,2,
cell_2306,3,
cell_2307,3,
cell_2308,1,
cell_2309,5,
cell_2310,5,
cell_2311,3,
cell_2312,6,
cell_2313,5,
cell_2314,0,
cell_2315,3,
cell_2316,2,
cell_2317,5,
cell_2318,6,
cell_2319,3,
cell_2320,2,
cell_2321,3,
cell_2323,2,
cell_2324,0,
cell_2325,2,
cell_2326,1,
cell_2327,0,
cell_2328,3,
cell_2329,3,
cell_2330,1,
cell_2331,1,
cell_2332,5,
cell_2333,1,
cell_2334,1,
cell_2335,0,
cell_2336,3,
cell_2337,0,
cell_2338,4,
cell_2339,3,
cell_2340,3,
cell_2341,1,
cell_2342,1,
cell_2343,6,
cell_2345,3,
cell_2346,1,
cell_2347,2,
cell_2348,1,
cell_2350,5,
cell_2351,2,
cell_2352,1,
cell_2354,3,
cell_2355,2,
cell_2358,0,
cell_2360,3,
cell_2362,2,
cell_2363,1,
cell_2364,4,
cell_2365,0,
cell_2366,2,
cell_2367,0,
cell_2368,3,
cell_2369,0,
cell_2370,1,
cell_2371,6,
cell_2372,6,
cell_2373,0,
cell_2374,3,
cell_2375,3,
cell_2376,0,
cell_2377,5,
cell_2378,2,
cell_2379,2,
cell_2380,3,
cell_2381,1,
cell_2382,0,
cell_2383,5,
cell_2384,3,
cell_2385,0,
cell_2386,0,
cell_2387,1,
cell_2388,3,
cell_2389,3,
cell_2390,3,
cell_2392,0,
cell_2393,2,
cell_2394,5,
cell_2395,6,
cell_2396,0,
cell_2397,2,
cell_2398,3,
cell_2399,3,
cell_2400,0,
cell_2401,2,
cell_2402,2,
cell_2403,2,
cell_2404,2,
cell_2405,6,
cell_2406,2,
cell_2407,3,
cell_2408,0,
cell_2409,1,
cell_2410,2,
cell_2411,6,
cell_2412,2,
cell_2413,2,
cell_2414,1,
cell_2415,1,
cell_2416,0,
cell_2417,5,
cell_2418,0,
cell_2419,1,
cell_2420,6,
cell_2421,5,
cell_2422,1,
cell_2423,0,
cell_2424,0,
cell_2425,2,
cell_2426,3,
cell_2427,0,
cell_2428,1,
cell_2429,3,
cell_2430,1,
cell_2431,2,
cell_2432,0,
cell_2433,2,
cell_2435,4,
cell_2437,2,
cell_2438,3,
cell_2439,2,
cell_2440,3,
cell_2441,3,
cell_2442,3,
cell_2443,1,
cell_2444,2,
cell_2445,1,
cell_2446,0,
cell_2447,0,
cell_2448,3,
cell_2449,5,
cell_2452,5,
cell_2453,3,
cell_2454,0,
cell_2455,6,
cell_2456,0,
cell_2457,6,
cell_2458,1,
cell_2459,6,
cell_2460,6,
cell_2461,3,
cell_2462,1,
cell_2463,2,
cell_2464,1,
cell_2467,0,
cell_2468,1,
cell_2469,3,
cell_2470,3,
cell_2471,3,
cell_2472,3,
cell_2473,2,
cell_2474,3,
cell_2475,4,
cell_2476,0,
cell_2477,0,
cell_2478,1,
cell_2479,2,
cell_2480,3,
cell_2482,0,
cell_2483,6,
cell_2484,3,
cell_2485,0,
cell_2486,2,
cell_2487,2,
cell_2488,1,
cell_2489,5,
cell_2490,2,
cell_2491,0,
cell_2492,1,
cell_2493,0,
cell_2494,3,
cell_2495,6,
cell_2496,3,
cell_2497,2,
cell_2498,6,
cell_2499,3,
cell_2500,3,
cell_2501,0,
cell_2502,2,
cell_2503,0,
cell_2504,5,
cell_2505,5,
cell_2506,4,
cell_2507,0,
cell_2508,0,
cell_2509,2,
cell_2510,3,
cell_2511,1,
cell_2512,3,
cell_2513,2,
cell_2514,6,
cell_2515,0,
cell_2516,2,
cell_2519,1,
cell_2520,5,
cell_2521,3,
cell_2522,4,
cell_2524,2,
cell_2525,1,
cell_2526,1,
cell_2527,5,
cell_2528,2,
cell_2529,5,
cell_2530,2,
cell_2531,3,
cell_2532,1,
cell_2533,2,
cell_2534,0,
cell_2535,1,
cell_2536,0,
cell_2537,2,
cell_2538,3,
cell_2539,1,
cell_2540,2,
cell_2541,3,
cell_2542,2,
cell_2544,0,
cell_2545,1,
cell_2546,4,
cell_2547,0,
cell_2548,6,
cell_2549,3,
cell_2550,0,
cell_2551,2,
cell_2552,6,
cell_2553,2,
cell_2554,1,
cell_2555,0,
cell_2556,2,
cell_2557,2,
cell_2558,0,
cell_2559,0,
cell_2560,3,
cell_2561,1,
cell_2562,0,
cell_2563,0,
cell_2564,0,
cell_2565,2,
cell_2566,2,
cell_2567,2,
cell_2569,3,
cell_2570,3,
cell_2571,1,
cell_2572,1,
cell_2573,1,
cell_2575,2,
cell_2576,5,
cell_2577,6,
cell_2578,1,
cell_2579,1,
cell_2580,2,
cell_2581,1,
cell_2582,2,
cell_2583,2,
cell_2584,2,
cell_2585,1,
cell_2586,5,
cell_2587,3,
cell_2588,3,
cell_2589,6,
cell_2590,3,
cell_2591,3,
cell_2592,4,
cell_2593,1,
cell_2595,3,
cell_2596,3,
cell_2597,1,
cell_2598,0,
cell_2599,2,
cell_2600,6,
cell_2601,6,
cell_2602,2,
cell_2603,3,
cell_2604,3,
cell_2605,0,
cell_2606,1,
cell_2607,0,
cell_2608,0,
cell_2609,2,
cell_2611,2,
cell_2613,5,
cell_2615,0,
cell_2616,2,
cell_2617,2,
cell_2618,2,
cell_2619,6,
cell_2620,5,
cell_2621,0,
cell_2622,2,
cell_2624,2,
cell_2625,3,
cell_2626,6,
cell_2627,1,
cell_2628,1,
cell_2629,0,
cell_2630,3,
cell_2631,1,
cell_2632,1,
cell_2633,3,
cell_2634,3,
cell_2635,2,
cell_2636,3,
cell_2637,4,
cell_2641,0,
cell_2642,1,
cell_2643,3,
cell_2644,5,
cell_2646,2,
cell_2647,5,
cell_2648,0,
cell_2649,2,
cell_2650,1,
cell_2651,2,
cell_2652,3,
cell_2653,3,
cell_2654,5,
cell_2655,3,
cell_2656,1,
cell_2657,1,
cell_2658,0,
cell_2659,2,
cell_2660,12,
cell_2661,1,
cell_2662,9,
cell_2663,1,
cell_2664,7,
cell_2665,5,
cell_2666,10,
cell_2667,7,
cell_2668,2,
cell_2669,1,
cell_2670,2,
cell_2671,2,
cell_2672,8,
cell_2673,2,
cell_2674,1,
cell_2675,10,
cell_2676,2,
cell_2677,9,
cell_2678,7,
cell_2679,3,
cell_2681,2,
cell_2682,12,
cell_2683,3,
cell_2685,12,
cell_2686,8,
cell_2687,6,
cell_2688,2,
cell_2689,3,
cell_2691,5,
cell_2692,7,
cell_2693,1,
cell_2694,7,
cell_2695,2,
cell_2696,10,
cell_2697,2,
cell_2698,2,
cell_2699,6,
cell_2700,0,
cell_2701,4,
cell_2703,4,
cell_2704,2,
cell_2705,4,
cell_2707,5,
cell_2708,8,
cell_2709,11,
cell_2710,4,
cell_2711,5,
cell_2712,12,
cell_2713,5,
cell_2714,8,
cell_2715,7,
cell_2716,3,
cell_2717,5,
cell_2718,2,
cell_2719,6,
cell_2720,4,
cell_2722,12,
cell_2723,4,
cell_2724,8,
cell_2725,1,
cell_2726,4,
cell_2727,8,
cell_2728,2,
cell_2729,3,
cell_2730,1,
cell_2731,6,
cell_2732,2,
cell_2733,3,
cell_2734,15,
cell_2735,10,
cell_2736,2,
cell_2737,1,
cell_2738,3,
cell_2739,6,
cell_2740,1,
cell_2741,2,
cell_2742,6,
cell_2743,5,
cell_2744,1,
cell_2745,5,
cell_2746,9,
cell_2747,10,
cell_2748,2,
cell_2749,12,
cell_2750,0,
cell_2751,11,
cell_2752,1,
cell_2753,10,
cell_2754,5,
cell_2755,6,
cell_2756,3,
cell_2757,6,
cell_2758,9,
cell_2759,2,
cell_2760,0,
cell_2761,3,
cell_2762,3,
cell_2764,2,
cell_2765,0,
cell_2766,0,
cell_2767,2,
cell_2768,8,
cell_2769,1,
cell_2770,1,
cell_2771,3,
cell_2772,10,
cell_2773,5,
cell_2774,1,
cell_2775,6,
cell_2776,0,
cell_2777,3,
cell_2778,12,
cell_2779,10,
cell_2780,7,
cell_2781,2,
cell_2782,8,
cell_2784,6,
cell_2786,2,
cell_2787,11,
cell_2788,2,
cell_2789,4,
cell_2790,10,
cell_2791,4,
cell_2792,0,
cell_2793,5,
cell_2794,3,
cell_2795,4,
cell_2796,5,
cell_2797,2,
cell_2798,6,
cell_2799,1,
cell_2800,3,
cell_2801,0,
cell_2802,0,
cell_2803,10,
cell_2804,15,
cell_2805,3,
cell_2806,1,
cell_2807,2,
cell_2808,3,
cell_2809,2,
cell_2810,5,
cell_2811,2,
cell_2812,3,
cell_2813,8,
cell_2814,4,
cell_2815,11,
cell_2816,1,
cell_2817,7,
cell_2818,1,
cell_2819,2,
cell_2821,3,
cell_2822,12,
cell_2823,8,
cell_2824,12,
cell_2825,2,
cell_2826,6,
cell_2827,3,
cell_2828,4,
cell_2829,2,
cell_2830,10,
cell_2831,4,
cell_2833,10,
cell_2834,4,
cell_2835,2,
cell_2836,4,
cell_2837,1,
cell_2838,6,
cell_2840,1,
cell_2842,0,
cell_2843,1,
cell_2844,0,
cell_2845,4,
cell_2846,12,
cell_2847,1,
cell_2848,11,
cell_2849,8,
cell_2850,1,
cell_2851,2,
cell_2852,0,
cell_2853,0,
cell_2854,1,
cell_2855,3,
cell_2856,8,
cell_2857,2,
cell_2858,8,
cell_2860,0,
cell_2861,12,
cell_2862,1,
cell_2863,2,
cell_2864,2,
cell_2865,2,
cell_2866,0,
cell_2867,2,
cell_2868,7,
cell_2869,1,
cell_2871,2,
cell_2872,7,
cell_2873,2,
cell_2874,3,
cell_2875,3,
cell_2876,1,
cell_2877,2,
cell_2878,2,
cell_2879,1,
cell_2880,6,
cell_2881,5,
cell_2882,10,
cell_2883,5,
cell_2884,2,
cell_2885,0,
cell_2886,0,
cell_2887,5,
cell_2889,0,
cell_2890,0,
cell_2891,2,
cell_2892,2,
cell_2894,6,
cell_2895,10,
cell_2896,6,
cell_2897,4,
cell_2898,3,
cell_2899,1,
cell_2900,4,
cell_2901,1,
cell_2902,2,
cell_2903,3,
cell_2904,10,
cell_2905,3,
cell_2906,1,
cell_2907,5,
cell_2908,7,
cell_2909,6,
cell_2910,2,
cell_2911,2,
cell_2912,3,
cell_2913,0,
cell_2914,5,
cell_2915,2,
cell_2916,7,
cell_2917,8,
cell_2918,2,
cell_2919,2,
cell_2920,11,
cell_2921,2,
cell_2922,2,
cell_2923,5,
cell_2924,8,
cell_2925,7,
cell_2926,8,
cell_2927,8,
cell_2929,4,
cell_2930,1,
cell_2931,3,
cell_2932,9,
cell_2933,2,
cell_2934,6,
cell_2935,0,
cell_2936,1,
cell_2938,3,
cell_2939,2,
cell_2940,0,
cell_2941,1,
cell_2942,12,
cell_2943,10,
cell_2944,2,
cell_2945,2,
cell_2946,2,
cell_2947,0,
cell_2948,9,
cell_2949,3,
cell_2950,1,
cell_2951,1,
cell_2952,2,
cell_2953,2,
cell_2954,8,
cell_2955,8,
cell_2956,2,
cell_2957,3,
cell_2958,0,
cell_2959,2,
cell_2960,5,
cell_2961,0,
cell_2962,11,
cell_2963,1,
cell_2965,3,
cell_2966,10,
cell_2967,3,
cell_2968,1,
cell_2969,4,
cell_2970,1,
cell_2971,3,
cell_2972,2,
cell_2973,10,
cell_2974,2,
cell_2975,1,
cell_2976,8,
cell_2977,0,
cell_2978,2,
cell_2979,0,
cell_2980,4,
cell_2981,8,
cell_2982,10,
cell_2983,8,
cell_2984,2,
cell_2986,8,
cell_2987,0,
cell_2988,0,
cell_2989,2,
cell_2990,12,
cell_2991,4,
cell_2992,2,
cell_2993,2,
cell_2994,1,
cell_2995,8,
cell_2996,8,
cell_2997,10,
cell_2998,3,
cell_2999,1,
cell_3000,2,
cell_3001,0,
cell_3002,8,
cell_3003,2,
cell_3004,1,
cell_3005,2,
cell_3006,2,
cell_3007,4,
cell_3008,8,
cell_3009,3,
cell_3010,4,
cell_3011,2,
cell_3012,9,
cell_3013,6,
cell_3014,6,
cell_3015,1,
cell_3016,1,
cell_3017,0,
cell_3019,10,
cell_3020,4,
cell_3021,0,
cell_3022,5,
cell_3023,2,
cell_3025,0,
cell_3026,2,
cell_3027,6,
cell_3028,5,
cell_3029,7,
cell_3030,5,
cell_3031,8,
cell_3032,2,
cell_3033,8,
cell_3034,7,
cell_3035,8,
cell_3036,4,
cell_3037,1,
cell_3038,8,
cell_3039,2,
cell_3040,1,
cell_3041,0,
cell_3042,6,
cell_3043,0,
cell_3044,6,
cell_3045,2,
cell_3046,1,
cell_3047,8,
cell_3048,2,
cell_3049,3,
cell_3050,3,
cell_3051,6,
cell_3052,8,
cell_3053,4,
cell_3054,8,
cell_3055,2,
cell_3056,9,
cell_3057,2,
cell_3058,2,
cell_3059,12,
cell_3060,7,
cell_3061,3,
cell_3062,1,
cell_3063,4,
cell_3064,5,
cell_3065,2,
cell_3066,4,
cell_3067,1,
cell_3068,1,
cell_3069,5,
cell_3070,2,
cell_3071,1,
cell_3072,4,
cell_3073,2,
cell_3074,2,
cell_3076,8,
cell_3077,5,
cell_3078,1,
cell_3079,3,
cell_3080,2,
cell_3081,8,
cell_3082,12,
cell_3083,12,
cell_3084,2,
cell_3085,12,
cell_3086,1,
cell_3087,1,
cell_3088,1,
cell_3089,8,
cell_3090,6,
cell_3091,3,
cell_3092,4,
cell_3093,11,
cell_3094,5,
cell_3095,8,
cell_3096,1,
cell_3097,2,
cell_3098,12,
cell_3099,6,
cell_3100,8,
cell_3101,0,
cell_3102,6,
cell_3103,2,
cell_3104,1,
cell_3105,11,
cell_3106,12,
cell_3107,0,
cell_3108,1,
cell_3109,4,
cell_3110,2,
cell_3111,2,
cell_3112,2,
cell_3113,10,
cell_3114,0,
cell_3115,10,
cell_3116,7,
cell_3117,10,
cell_3118,7,
cell_3119,15,
cell_3120,0,
cell_3121,9,
cell_3122,1,
cell_3123,8,
cell_3124,8,
cell_3125,4,
cell_3126,5,
cell_3127,2,
cell_3128,11,
cell_3129,8,
cell_3130,12,
cell_3131,3,
cell_3132,3,
cell_3133,2,
cell_3134,4,
cell_3135,2,
cell_3136,8,
cell_3137,13,
cell_3138,0,
cell_3139,5,
cell_3140,8,
cell_3141,2,
cell_3142,8,
cell_3143,12,
cell_3144,7,
cell_3145,1,
cell_3146,2,
cell_3147,8,
cell_3148,7,
cell_3149,1,
cell_3150,9,
cell_3151,0,
cell_3152,5,
cell_3153,8,
cell_3154,0,
cell_3155,6,
cell_3156,2,
cell_3157,1,
cell_3158,4,
cell_3159,2,
cell_3160,1,
cell_3161,0,
cell_3162,11,
cell_3163,2,
cell_3164,6,
cell_3165,3,
cell_3166,1,
cell_3167,12,
cell_3168,8,
cell_3169,3,
cell_3170,8,
cell_3171,11,
cell_3172,8,
cell_3173,0,
cell_3174,4,
cell_3175,1,
cell_3176,2,
cell_3177,2,
cell_3178,2,
cell_3179,0,
cell_3181,5,
cell_3182,0,
cell_3183,2,
cell_3184,0,
cell_3185,1,
cell_3186,6,
cell_3187,3,
cell_3188,5,
cell_3189,0,
cell_3190,6,
cell_3191,9,
cell_3192,0,
cell_3193,2,
cell_3194,1,
cell_3195,0,
cell_3196,7,
cell_3197,2,
cell_3198,2,
cell_3199,0,
cell_3200,1,
cell_3201,6,
cell_3202,0,
cell_3203,1,
cell_3204,4,
cell_3205,1,
cell_3206,10,
cell_3207,3,
cell_3208,1,
cell_3209,8,
cell_3210,2,
cell_3211,2,
cell_3212,7,
cell_3213,2,
cell_3214,7,
cell_3215,2,
cell_3216,2,
cell_3217,3,
cell_3218,11,
cell_3220,2,
cell_3221,0,
cell_3222,7,
cell_3223,2,
cell_3224,3,
cell_3225,5,
cell_3226,7,
cell_3227,3,
cell_3229,12,
cell_3230,2,
cell_3231,8,
cell_3232,0,
cell_3233,4,
cell_3234,10,
cell_3235,2,
cell_3236,5,
cell_3237,3,
cell_3238,1,
cell_3239,3,
cell_3240,7,
cell_3241,2,
cell_3242,12,
cell_3243,10,
cell_3244,10,
cell_3245,1,
cell_3246,2,
cell_3247,12,
cell_3248,2,
cell_3249,11,
cell_3251,9,
cell_3252,4,
cell_3253,2,
cell_3254,2,
cell_3255,8,
cell_3256,3,
cell_3257,2,
cell_3258,12,
cell_3259,10,
cell_3260,2,
cell_3261,0,
cell_3262,2,
cell_3263,7,
cell_3264,10,
cell_3265,6,
cell_3266,4,
cell_3267,7,
cell_3268,7,
cell_3269,1,
cell_3270,2,
cell_3271,2,
cell_3272,1,
cell_3275,2,
cell_3276,8,
cell_3277,3,
cell_3278,8,
cell_3279,2,
cell_3281,12,
cell_3282,2,
cell_3283,1,
cell_3284,4,
cell_3285,6,
cell_3286,6,
cell_3288,12,
cell_3289,0,
cell_3290,10,
cell_3291,7,
cell_3292,2,
cell_3293,0,
cell_3294,15,
cell_3295,4,
cell_3296,11,
cell_3297,4,
cell_3298,8,
cell_3299,2,
cell_3301,0,
cell_3302,3,
cell_3303,3,
cell_3304,1,
cell_3305,4,
cell_3307,0,
cell_3308,1,
cell_3309,3,
cell_3310,1,
cell_3311,3,
cell_3312,9,
cell_3314,3,
cell_3315,10,
cell_3316,8,
cell_3317,11,
cell_3318,2,
cell_3319,0,
cell_3320,2,
cell_3321,8,
cell_3322,2,
cell_3323,2,
cell_3324,2,
cell_3325,8,
cell_3326,3,
cell_3327,2,
cell_3328,2,
cell_3329,3,
cell_3330,12,
cell_3331,12,
cell_3332,10,
cell_3333,7,
cell_3334,2,
cell_3335,3,
cell_3336,0,
cell_3337,3,
cell_3339,5,
cell_3340,4,
cell_3341,9,
cell_3342,7,
cell_3343,2,
cell_3344,11,
cell_3345,8,
cell_3346,2,
cell_3347,10,
cell_3348,2,
cell_3349,0,
cell_3350,10,
cell_3351,2,
cell_3352,7,
cell_3353,3,
cell_3355,6,
cell_3357,0,
cell_3358,6,
cell_3359,0,
cell_3360,2,
cell_3361,3,
cell_3362,1,
cell_3364,5,
cell_3365,11,
cell_3366,2,
cell_3367,10,
cell_3368,12,
cell_3369,7,
cell_3370,11,
cell_3371,2,
cell_3372,10,
cell_3373,0,
cell_3374,3,
cell_3375,2,
cell_3376,0,
cell_3378,11,
cell_3379,2,
cell_3380,1,
cell_3381,0,
cell_3382,5,
cell_3383,5,
cell_3384,12,
cell_3385,1,
cell_3386,6,
cell_3387,2,
cell_3388,1,
cell_3389,8,
cell_3390,0,
cell_3391,3,
cell_3392,5,
cell_3393,1,
cell_3394,4,
cell_3395,8,
cell_3396,5,
cell_3397,5,
cell_3398,3,
cell_3399,7,
cell_3400,12,
cell_3401,8,
cell_3402,7,
cell_3403,8,
cell_3404,3,
cell_3405,8,
cell_3406,4,
cell_3407,1,
cell_3408,0,
cell_3409,3,
cell_3410,8,
cell_3411,4,
cell_3412,1,
cell_3413,2,
cell_3414,3,
cell_3415,2,
cell_3416,3,
cell_3417,9,
cell_3418,6,
cell_3419,2,
cell_3420,5,
cell_3421,10,
cell_3423,10,
cell_3424,6,
cell_3425,6,
cell_3426,3,
cell_3427,10,
cell_3428,0,
cell_3429,4,
cell_3430,1,
cell_3432,8,
cell_3433,9,
cell_3434,1,
cell_3435,2,
cell_3436,2,
cell_3437,2,
cell_3438,2,
cell_3439,10,
cell_3440,4,
cell_3441,2,
cell_3442,12,
cell_3443,0,
cell_3444,2,
cell_3445,8,
cell_3446,2,
cell_3447,12,
cell_3449,6,
cell_3450,0,
cell_3451,1,
cell_3452,2,
cell_3453,3,
cell_3454,11,
cell_3455,0,
cell_3456,0,
cell_3457,9,
cell_3458,2,
cell_3459,8,
cell_3460,1,
cell_3462,6,
cell_3463,4,
cell_3464,5,
cell_3466,1,
cell_3467,8,
cell_3468,10,
cell_3469,4,
cell_3470,12,
cell_3471,1,
cell_3472,0,
cell_3473,8,
cell_3474,1,
cell_3475,10,
cell_3476,10,
cell_3478,1,
cell_3479,2,
cell_3480,6,
cell_3481,3,
cell_3482,2,
cell_3483,3,
cell_3484,3,
cell_3485,2,
cell_3486,2,
cell_3487,2,
cell_3488,3,
cell_3489,2,
cell_3490,7,
cell_3491,15,
cell_3492,3,
cell_3493,0,
cell_3494,0,
cell_3495,0,
cell_3496,1,
cell_3497,10,
cell_3498,4,
cell_3499,0,
cell_3500,4,
cell_3501,2,
cell_3502,8,
cell_3503,12,
cell_3504,2,
cell_3505,7,
cell_3506,7,
cell_3507,1,
cell_3508,6,
cell_3509,8,
cell_3510,2,
cell_3511,0,
cell_3512,1,
cell_3513,9,
cell_3514,5,
cell_3516,10,
cell_3517,8,
cell_3518,2,
cell_3519,15,
cell_3520,1,
cell_3521,2,
cell_3522,4,
cell_3523,2,
cell_3524,1,
cell_3525,2,
cell_3526,5,
cell_3527,2,
cell_3528,2,
cell_3530,6,
cell_3532,12,
cell_3533,1,
cell_3534,9,
cell_3535,3,
cell_3536,2,
cell_3537,1,
cell_3538,2,
cell_3539,1,
cell_3540,9,
cell_3541,1,
cell_3542,10,
cell_3543,4,
cell_3544,8,
cell_3545,4,
cell_3546,1,
cell_3547,3,
cell_3548,0,
cell_3549,8,
cell_3550,8,
cell_3551,8,
cell_3552,0,
cell_3553,2,
cell_3554,8,
cell_3556,4,
cell_3557,5,
cell_3558,0,
cell_3559,2,
cell_3561,2,
cell_3563,8,
cell_3564,12,
cell_3565,7,
cell_3566,2,
cell_3567,2,
cell_3568,2,
cell_3569,2,
cell_3570,8,
cell_3571,2,
cell_3572,4,
cell_3573,7,
cell_3574,5,
cell_3576,0,
cell_3577,3,
cell_3578,9,
cell_3579,2,
cell_3580,1,
cell_3581,12,
cell_3582,5,
cell_3583,0,
cell_3584,10,
cell_3585,0,
cell_3586,8,
cell_3587,2,
cell_3588,7,
cell_3589,10,
cell_3590,11,
cell_3591,1,
cell_3592,1,
cell_3593,11,
cell_3594,15,
cell_3596,10,
cell_3597,2,
cell_3598,1,
cell_3599,7,
cell_3601,6,
cell_3602,0,
cell_3604,8,
cell_3605,0,
cell_3607,8,
cell_3608,2,
cell_3609,2,
cell_3610,2,
cell_3611,3,
cell_3612,1,
cell_3613,0,
cell_3614,4,
cell_3615,9,
cell_3616,2,
cell_3617,12,
cell_3618,1,
cell_3619,2,
cell_3620,3,
cell_3621,8,
cell_3622,1,
cell_3623,0,
cell_3624,5,
cell_3625,2,
cell_3626,1,
cell_3627,1,
cell_3628,3,
cell_3629,3,
cell_3630,1,
cell_3631,2,
cell_3632,0,
cell_3633,12,
cell_3634,12,
cell_3635,2,
cell_3636,1,
cell_3637,2,
cell_3638,7,
cell_3639,8,
cell_3640,2,
cell_3641,8,
cell_3642,8,
cell_3643,0,
cell_3644,2,
cell_3645,4,
cell_3646,3,
cell_3647,2,
cell_3648,10,
cell_3649,3,
cell_3650,3,
cell_3651,2,
cell_3652,0,
cell_3653,2,
cell_3654,6,
cell_3655,1,
cell_3656,8,
cell_3657,2,
cell_3658,1,
cell_3659,2,
cell_3660,10,
cell_3661,0,
cell_3662,0,
cell_3664,10,
cell_3665,11,
cell_3666,10,
cell_3667,5,
cell_3668,1,
cell_3669,6,
cell_3670,1,
cell_3671,2,
cell_3672,6,
cell_3673,0,
cell_3674,9,
cell_3675,9,
cell_3677,2,
cell_3678,1,
cell_3679,3,
cell_3680,2,
cell_3681,5,
cell_3682,12,
cell_3683,2,
cell_3684,7,
cell_3685,0,
cell_3686,11,
cell_3687,2,
cell_3688,0,
cell_3689,10,
cell_3690,1,
cell_3691,4,
cell_3692,11,
cell_3693,0,
cell_3694,11,
cell_3695,11,
cell_3696,0,
cell_3697,2,
cell_3698,5,
cell_3699,5,
cell_3700,1,
cell_3701,4,
cell_3703,0,
cell_3704,8,
cell_3705,8,
cell_3707,2,
cell_3708,3,
cell_3710,8,
cell_3711,12,
cell_3712,2,
cell_3713,2,
cell_3714,2,
cell_3715,8,
cell_3716,8,
cell_3717,3,
cell_3718,2,
cell_3719,3,
cell_3720,2,
cell_3721,0,
cell_3722,8,
cell_3723,1,
cell_3724,2,
cell_3725,2,
cell_3726,6,
cell_3727,3,
cell_3728,11,
