,Stage,Sample,Louvain,DPC
25317,E7.75,13,1,1
25318,E7.75,13,3,6
25319,E7.75,13,11,0
25320,E7.75,13,0,3
25321,E7.75,13,7,8
25323,E7.75,13,9,7
25324,E7.75,13,0,3
25325,E7.75,13,8,9
25326,E7.75,13,0,3
25330,E7.75,13,0,3
25331,E7.75,13,4,5
25333,E7.75,13,0,3
25334,E7.75,13,8,9
25335,E7.75,13,3,11
25336,E7.75,13,4,5
25337,E7.75,13,5,8
25338,E7.75,13,3,6
25339,E7.75,13,0,3
25341,E7.75,13,2,11
25342,E7.75,13,7,12
25344,E7.75,13,9,7
25345,E7.75,13,0,3
25346,E7.75,13,1,1
25347,E7.75,13,6,10
25349,E7.75,13,3,6
25350,E7.75,13,3,6
25351,E7.75,13,6,10
25352,E7.75,13,1,1
25354,E7.75,13,1,1
25355,E7.75,13,12,1
25356,E7.75,13,6,10
25357,E7.75,13,10,6
25359,E7.75,13,6,10
25361,E7.75,13,0,3
25362,E7.75,13,11,0
25364,E7.75,13,2,11
25365,E7.75,13,5,4
25366,E7.75,13,4,5
25367,E7.75,13,4,5
25368,E7.75,13,10,11
25370,E7.75,13,4,5
25371,E7.75,13,2,11
25372,E7.75,13,0,3
25373,E7.75,13,6,10
25375,E7.75,13,2,11
25376,E7.75,13,4,5
25377,E7.75,13,11,0
25378,E7.75,13,3,11
25380,E7.75,13,3,6
25381,E7.75,13,2,11
25382,E7.75,13,6,10
25383,E7.75,13,6,10
25384,E7.75,13,10,11
25385,E7.75,13,3,6
25387,E7.75,13,5,4
25388,E7.75,13,8,9
25389,E7.75,13,5,8
25390,E7.75,13,3,6
25391,E7.75,13,7,8
25392,E7.75,13,7,12
25393,E7.75,13,9,7
25394,E7.75,13,2,11
25395,E7.75,13,1,1
25396,E7.75,13,1,1
25397,E7.75,13,1,1
25398,E7.75,13,14,3
25399,E7.75,13,11,0
25400,E7.75,13,5,4
25401,E7.75,13,6,10
25402,E7.75,13,12,1
25403,E7.75,13,3,6
25404,E7.75,13,6,10
25405,E7.75,13,1,1
25406,E7.75,13,2,11
25407,E7.75,13,2,11
25408,E7.75,13,2,11
25409,E7.75,13,2,11
25410,E7.75,13,2,11
25411,E7.75,13,9,7
25412,E7.75,13,7,9
25413,E7.75,13,2,11
25415,E7.75,13,4,5
25416,E7.75,13,13,2
25417,E7.75,13,7,8
25418,E7.75,13,2,11
25419,E7.75,13,10,5
25420,E7.75,13,1,1
25421,E7.75,13,10,11
25422,E7.75,13,13,2
25424,E7.75,13,5,4
25425,E7.75,13,6,10
25426,E7.75,13,3,6
25427,E7.75,13,0,3
25428,E7.75,13,5,4
25429,E7.75,13,1,1
25430,E7.75,13,0,3
25431,E7.75,13,4,5
25432,E7.75,13,0,3
25433,E7.75,13,4,10
25434,E7.75,13,4,5
25436,E7.75,13,0,3
25437,E7.75,13,12,1
25439,E7.75,13,0,3
25440,E7.75,13,11,0
25441,E7.75,13,0,3
25442,E7.75,13,10,11
25443,E7.75,13,0,3
25444,E7.75,13,13,2
25445,E7.75,13,0,3
25448,E7.75,13,5,8
25449,E7.75,13,4,5
25450,E7.75,13,3,6
25451,E7.75,13,1,1
25452,E7.75,13,3,6
25454,E7.75,13,3,6
25455,E7.75,13,11,0
25457,E7.75,13,0,3
25458,E7.75,13,6,10
25459,E7.75,13,14,3
25460,E7.75,13,7,8
25461,E7.75,13,11,0
25462,E7.75,13,0,3
25464,E7.75,13,5,4
25465,E7.75,13,10,11
25466,E7.75,13,6,10
25467,E7.75,13,3,6
25468,E7.75,13,6,10
25470,E7.75,13,4,5
25472,E7.75,13,5,8
25473,E7.75,13,14,3
25474,E7.75,13,4,5
25475,E7.75,13,5,8
25476,E7.75,13,4,5
25477,E7.75,13,6,10
25478,E7.75,13,1,1
25479,E7.75,13,7,12
25480,E7.75,13,2,11
25481,E7.75,13,0,3
25482,E7.75,13,10,11
25483,E7.75,13,4,5
25484,E7.75,13,6,10
25486,E7.75,13,2,11
25487,E7.75,13,5,4
25488,E7.75,13,3,11
25489,E7.75,13,4,5
25491,E7.75,13,6,10
25492,E7.75,13,2,11
25493,E7.75,13,4,5
25494,E7.75,13,3,6
25496,E7.75,13,4,5
25497,E7.75,13,9,7
25498,E7.75,13,9,7
25499,E7.75,13,5,4
25501,E7.75,13,7,9
25502,E7.75,13,0,3
25503,E7.75,13,0,3
25504,E7.75,13,5,8
25506,E7.75,13,2,11
25507,E7.75,13,1,1
25508,E7.75,13,0,3
25509,E7.75,13,2,11
25510,E7.75,13,5,4
25511,E7.75,13,2,11
25512,E7.75,13,6,10
25513,E7.75,13,5,4
25514,E7.75,13,2,11
25515,E7.75,13,5,8
25516,E7.75,13,0,3
25517,E7.75,13,1,1
25518,E7.75,13,6,10
25519,E7.75,13,6,7
25521,E7.75,13,4,5
25522,E7.75,13,10,6
25523,E7.75,13,5,8
25526,E7.75,13,7,8
25527,E7.75,13,3,6
25529,E7.75,13,8,9
25531,E7.75,13,1,1
25532,E7.75,13,3,11
25533,E7.75,13,0,3
25534,E7.75,13,1,1
25536,E7.75,13,9,7
25537,E7.75,13,3,11
25538,E7.75,13,2,11
25539,E7.75,13,5,4
25540,E7.75,13,2,11
25541,E7.75,13,3,6
25542,E7.75,13,2,11
25543,E7.75,13,2,11
25544,E7.75,13,0,3
25547,E7.75,13,1,1
25548,E7.75,13,6,5
25549,E7.75,13,2,11
25550,E7.75,13,5,4
25551,E7.75,13,9,7
25552,E7.75,13,1,1
25553,E7.75,13,0,3
25554,E7.75,13,2,11
25555,E7.75,13,2,11
25556,E7.75,13,3,11
25558,E7.75,13,8,9
25560,E7.75,13,6,10
25561,E7.75,13,2,11
25562,E7.75,13,0,3
25563,E7.75,13,1,1
25564,E7.75,13,12,1
25565,E7.75,13,5,8
25567,E7.75,13,2,11
25568,E7.75,13,2,11
25569,E7.75,13,3,6
25570,E7.75,13,8,9
25572,E7.75,13,6,10
25573,E7.75,13,3,6
25574,E7.75,13,1,1
25575,E7.75,13,3,11
25576,E7.75,13,0,3
25578,E7.75,13,5,8
25579,E7.75,13,6,10
25581,E7.75,13,8,9
25582,E7.75,13,3,6
25583,E7.75,13,5,4
25584,E7.75,13,4,10
25585,E7.75,13,5,4
25586,E7.75,13,5,4
25587,E7.75,13,6,10
25589,E7.75,13,10,11
25591,E7.75,13,1,1
25592,E7.75,13,1,1
25593,E7.75,13,0,3
25594,E7.75,13,5,8
25596,E7.75,13,5,4
25597,E7.75,13,7,12
25598,E7.75,13,3,6
25599,E7.75,13,3,6
25600,E7.75,13,0,3
25602,E7.75,13,10,6
25604,E7.75,13,3,11
25605,E7.75,13,2,11
25606,E7.75,13,4,5
25607,E7.75,13,0,3
25609,E7.75,13,3,6
25610,E7.75,13,0,3
25611,E7.75,13,8,9
25612,E7.75,13,7,8
25613,E7.75,13,5,8
25614,E7.75,13,4,5
25615,E7.75,13,0,3
25617,E7.75,13,2,11
25618,E7.75,13,10,6
25620,E7.75,13,4,5
25621,E7.75,13,8,9
25622,E7.75,13,11,0
25623,E7.75,13,3,6
25624,E7.75,13,3,6
25625,E7.75,13,6,10
25626,E7.75,13,0,3
25627,E7.75,13,4,5
25629,E7.75,13,3,6
25630,E7.75,13,10,11
25631,E7.75,13,6,10
25632,E7.75,13,5,4
25633,E7.75,13,6,10
25635,E7.75,13,0,3
25638,E7.75,13,6,10
25639,E7.75,13,11,0
25640,E7.75,13,5,8
25642,E7.75,13,8,9
25643,E7.75,13,3,11
25644,E7.75,13,3,6
25646,E7.75,13,0,3
25648,E7.75,13,11,0
25649,E7.75,13,5,8
25652,E7.75,13,3,6
25653,E7.75,13,0,3
25654,E7.75,13,9,7
25655,E7.75,13,0,3
25656,E7.75,13,6,10
25658,E7.75,13,9,7
25659,E7.75,13,12,1
25660,E7.75,13,10,11
25661,E7.75,13,2,11
25662,E7.75,13,2,11
25663,E7.75,13,6,10
25664,E7.75,13,14,3
25665,E7.75,13,6,10
25666,E7.75,13,7,12
25667,E7.75,13,10,11
25668,E7.75,13,3,6
25669,E7.75,13,0,3
25670,E7.75,13,3,11
25671,E7.75,13,2,11
25672,E7.75,13,6,7
25673,E7.75,13,8,9
25674,E7.75,13,4,10
25675,E7.75,13,6,10
25677,E7.75,13,4,5
25678,E7.75,13,1,1
25679,E7.75,13,3,11
25680,E7.75,13,1,1
25681,E7.75,13,10,11
25682,E7.75,13,0,3
25683,E7.75,13,2,11
25684,E7.75,13,6,10
25685,E7.75,13,8,9
25686,E7.75,13,4,5
25687,E7.75,13,9,7
25688,E7.75,13,8,9
25689,E7.75,13,0,3
25690,E7.75,13,2,11
25691,E7.75,13,1,1
25692,E7.75,13,2,11
25693,E7.75,13,8,9
25696,E7.75,13,9,7
25697,E7.75,13,3,6
25698,E7.75,13,0,3
25699,E7.75,13,2,11
25700,E7.75,13,10,11
25701,E7.75,13,2,11
25703,E7.75,13,9,7
25704,E7.75,13,8,9
25706,E7.75,13,4,5
25708,E7.75,13,5,8
25709,E7.75,13,7,8
25710,E7.75,13,8,9
25711,E7.75,13,1,1
25712,E7.75,13,6,7
25713,E7.75,13,1,1
25714,E7.75,13,3,6
25715,E7.75,13,4,5
25716,E7.75,13,6,10
25717,E7.75,13,9,7
25718,E7.75,13,5,8
25720,E7.75,13,3,6
25722,E7.75,13,6,10
25723,E7.75,13,4,5
25724,E7.75,13,4,5
25725,E7.75,13,8,9
25726,E7.75,13,11,0
25727,E7.75,13,3,6
25729,E7.75,13,9,7
25730,E7.75,13,14,3
25732,E7.75,13,2,11
25733,E7.75,13,5,4
25734,E7.75,13,12,1
25735,E7.75,13,6,10
25736,E7.75,13,5,4
25737,E7.75,13,4,5
25739,E7.75,13,6,10
25740,E7.75,13,3,6
25741,E7.75,13,2,11
25742,E7.75,13,6,10
25743,E7.75,13,7,12
25744,E7.75,13,6,10
25745,E7.75,13,6,10
25746,E7.75,13,10,11
25747,E7.75,13,1,1
25748,E7.75,13,4,5
25749,E7.75,13,10,11
25750,E7.75,13,3,6
25751,E7.75,13,2,11
25752,E7.75,13,1,1
25753,E7.75,13,4,5
25754,E7.75,13,11,0
25755,E7.75,13,6,10
25756,E7.75,13,4,5
25757,E7.75,13,11,0
25758,E7.75,13,9,7
25759,E7.75,13,1,1
25760,E7.75,13,7,12
25761,E7.75,13,4,10
25762,E7.75,13,0,3
25764,E7.75,13,8,9
25766,E7.75,13,8,9
25767,E7.75,13,2,11
25768,E7.75,13,3,11
25769,E7.75,13,4,5
25770,E7.75,13,2,11
25772,E7.75,13,6,10
25774,E7.75,13,0,3
25775,E7.75,13,9,7
25776,E7.75,13,5,4
25777,E7.75,13,8,9
25778,E7.75,13,2,11
25779,E7.75,13,2,11
25780,E7.75,13,0,3
25781,E7.75,13,3,6
25782,E7.75,13,7,12
25783,E7.75,13,0,3
25784,E7.75,13,6,10
25785,E7.75,13,0,3
25786,E7.75,13,9,7
25787,E7.75,13,14,3
25788,E7.75,13,4,5
25789,E7.75,13,10,11
25790,E7.75,13,3,6
25791,E7.75,13,3,11
25793,E7.75,13,2,11
25794,E7.75,13,5,4
25795,E7.75,13,8,9
25796,E7.75,13,5,4
25798,E7.75,13,5,4
25799,E7.75,13,4,5
25801,E7.75,13,9,7
25802,E7.75,13,4,5
25804,E7.75,13,10,11
25805,E7.75,13,3,11
25806,E7.75,13,3,6
25807,E7.75,13,3,6
25808,E7.75,13,0,3
25809,E7.75,13,10,11
25812,E7.75,13,3,6
25813,E7.75,13,0,3
25815,E7.75,13,1,1
25816,E7.75,13,3,6
25817,E7.75,13,4,5
25818,E7.75,13,1,1
25819,E7.75,13,0,3
25820,E7.75,13,2,11
25821,E7.75,13,3,11
25822,E7.75,13,2,11
25823,E7.75,13,2,11
25824,E7.75,13,3,11
25825,E7.75,13,8,9
25826,E7.75,13,9,7
25827,E7.75,13,5,4
25829,E7.75,13,2,11
25830,E7.75,13,0,3
25831,E7.75,13,2,11
25833,E7.75,13,2,11
25834,E7.75,13,8,9
25835,E7.75,13,4,5
25836,E7.75,13,2,11
25837,E7.75,13,12,1
25838,E7.75,13,8,9
25839,E7.75,13,3,11
25840,E7.75,13,7,12
25843,E7.75,13,9,7
25844,E7.75,13,3,6
25846,E7.75,13,4,5
25847,E7.75,13,7,8
25848,E7.75,13,6,10
25849,E7.75,13,10,11
25851,E7.75,13,3,6
25853,E7.75,13,1,1
25854,E7.75,13,7,12
25855,E7.75,13,6,10
25856,E7.75,13,6,10
25858,E7.75,13,12,1
25859,E7.75,13,11,0
25860,E7.75,13,6,10
25861,E7.75,13,2,11
25862,E7.75,13,2,11
25863,E7.75,13,0,3
25864,E7.75,13,6,10
25865,E7.75,13,4,5
25867,E7.75,13,4,5
25868,E7.75,13,9,7
25870,E7.75,13,2,11
25871,E7.75,13,4,10
25872,E7.75,13,3,6
25873,E7.75,13,0,3
25874,E7.75,13,8,9
25875,E7.75,13,6,10
25876,E7.75,13,1,1
25878,E7.75,13,10,11
25879,E7.75,13,7,8
25881,E7.75,13,2,11
25883,E7.75,13,9,7
25884,E7.75,13,12,1
25885,E7.75,13,8,9
25887,E7.75,13,3,6
25888,E7.75,13,6,10
25889,E7.75,13,3,6
25890,E7.75,13,5,8
25892,E7.75,13,11,0
25893,E7.75,13,0,3
25894,E7.75,13,6,10
25895,E7.75,13,6,10
25897,E7.75,13,6,10
25898,E7.75,13,2,11
25899,E7.75,13,3,6
25900,E7.75,13,2,11
25901,E7.75,13,0,3
25902,E7.75,13,4,5
25903,E7.75,13,5,4
25904,E7.75,13,8,9
25905,E7.75,13,2,11
25906,E7.75,13,14,3
25907,E7.75,13,8,7
25908,E7.75,13,8,9
25910,E7.75,13,6,10
25912,E7.75,13,4,5
25913,E7.75,13,0,3
25914,E7.75,13,1,1
25915,E7.75,13,7,12
25916,E7.75,13,3,11
25918,E7.75,13,1,1
25920,E7.75,13,0,3
25921,E7.75,13,4,5
25922,E7.75,13,6,10
25923,E7.75,13,2,11
25924,E7.75,13,0,3
25925,E7.75,13,8,10
25926,E7.75,13,3,6
25927,E7.75,13,0,3
25929,E7.75,13,0,3
25930,E7.75,13,7,9
25931,E7.75,13,5,4
25933,E7.75,13,7,12
25934,E7.75,13,9,7
25935,E7.75,13,10,11
25936,E7.75,13,2,11
25937,E7.75,13,3,5
25939,E7.75,13,5,8
25940,E7.75,13,8,9
25941,E7.75,13,1,1
25942,E7.75,13,2,11
25943,E7.75,13,3,6
25945,E7.75,13,1,1
25946,E7.75,13,11,0
25947,E7.75,13,2,11
25950,E7.75,13,4,5
25951,E7.75,13,5,4
25952,E7.75,13,1,1
25953,E7.75,13,5,4
25955,E7.75,13,11,0
25956,E7.75,13,11,0
25957,E7.75,13,4,6
25958,E7.75,13,3,11
25959,E7.75,13,4,5
25960,E7.75,13,8,9
25961,E7.75,13,4,5
25962,E7.75,13,2,11
25963,E7.75,13,8,9
25965,E7.75,13,6,10
25966,E7.75,13,6,10
25967,E7.75,13,2,11
25969,E7.75,13,5,8
25970,E7.75,13,1,1
25971,E7.75,13,6,10
25972,E7.75,13,3,6
25973,E7.75,13,11,0
25974,E7.75,13,10,11
25975,E7.75,13,3,11
25976,E7.75,13,3,11
25977,E7.75,13,2,11
25978,E7.75,13,5,4
25979,E7.75,13,6,10
25980,E7.75,13,5,4
25981,E7.75,13,1,1
25983,E7.75,13,3,11
25984,E7.75,13,5,4
25985,E7.75,13,5,4
25986,E7.75,13,5,4
25988,E7.75,13,0,3
25989,E7.75,13,12,1
25990,E7.75,13,2,11
25992,E7.75,13,4,5
25993,E7.75,13,8,9
25996,E7.75,13,6,10
25997,E7.75,13,7,8
25998,E7.75,13,6,10
25999,E7.75,13,3,11
26000,E7.75,13,3,6
26001,E7.75,13,7,8
26002,E7.75,13,5,4
26003,E7.75,13,2,11
26005,E7.75,13,0,3
26007,E7.75,13,6,10
26008,E7.75,13,1,1
26009,E7.75,13,6,10
26010,E7.75,13,2,11
26011,E7.75,13,9,7
26012,E7.75,13,5,8
26014,E7.75,13,6,7
26016,E7.75,13,2,11
26017,E7.75,13,10,6
26018,E7.75,13,2,11
26019,E7.75,13,0,3
26021,E7.75,13,2,11
26023,E7.75,13,11,0
26024,E7.75,13,6,10
26025,E7.75,13,2,11
26027,E7.75,13,3,11
26028,E7.75,13,4,5
26029,E7.75,13,7,8
26030,E7.75,13,4,5
26033,E7.75,13,2,11
26034,E7.75,13,2,11
26035,E7.75,13,0,3
26036,E7.75,13,2,11
26037,E7.75,13,6,10
26038,E7.75,13,0,3
26039,E7.75,13,5,8
26041,E7.75,13,9,7
26042,E7.75,13,3,11
26043,E7.75,13,5,4
26044,E7.75,13,6,10
26045,E7.75,13,2,11
26046,E7.75,13,7,8
26047,E7.75,13,12,1
26048,E7.75,13,1,1
26049,E7.75,13,3,11
26050,E7.75,13,5,8
26051,E7.75,13,0,3
26052,E7.75,13,3,11
26054,E7.75,13,8,9
26056,E7.75,13,2,11
26057,E7.75,13,3,11
26058,E7.75,13,0,3
26059,E7.75,13,7,8
26060,E7.75,13,0,3
26061,E7.75,13,2,11
26062,E7.75,13,5,8
26064,E7.75,13,2,11
26066,E7.75,13,2,11
26069,E7.75,13,10,6
26070,E7.75,13,10,11
26071,E7.75,13,8,5
26072,E7.75,13,4,5
26073,E7.75,13,4,5
26074,E7.75,13,2,11
26075,E7.75,13,3,6
26076,E7.75,13,5,4
26077,E7.75,13,2,11
26078,E7.75,13,9,7
26079,E7.75,13,0,3
26080,E7.75,13,5,4
26081,E7.75,13,8,9
26082,E7.75,13,10,11
26083,E7.75,13,10,11
26084,E7.75,13,4,5
26085,E7.75,13,4,5
26086,E7.75,13,14,3
26087,E7.75,13,4,5
26088,E7.75,13,0,3
26089,E7.75,13,6,10
26091,E7.75,13,0,3
26092,E7.75,13,2,11
26093,E7.75,13,1,1
26095,E7.75,13,7,12
26099,E7.75,13,3,6
26101,E7.75,13,2,11
26102,E7.75,13,4,5
26103,E7.75,13,3,6
26104,E7.75,13,6,10
26105,E7.75,13,6,10
26106,E7.75,13,4,5
26107,E7.75,13,7,8
26108,E7.75,13,5,8
26110,E7.75,13,9,7
26112,E7.75,13,6,10
26114,E7.75,13,6,10
26115,E7.75,13,3,6
26117,E7.75,13,0,3
26118,E7.75,13,6,10
26119,E7.75,13,2,11
26120,E7.75,13,3,6
26122,E7.75,13,8,9
26123,E7.75,13,7,12
26124,E7.75,13,2,11
26125,E7.75,13,6,10
26126,E7.75,13,4,5
26127,E7.75,13,1,1
26128,E7.75,13,3,6
26129,E7.75,13,1,1
26130,E7.75,13,6,5
26131,E7.75,13,1,1
26133,E7.75,13,7,8
26134,E7.75,13,11,0
26135,E7.75,13,2,11
26136,E7.75,13,5,4
26137,E7.75,13,4,5
26138,E7.75,13,0,3
26139,E7.75,13,4,5
26140,E7.75,13,3,6
26141,E7.75,13,6,10
26144,E7.75,13,4,5
26145,E7.75,13,8,9
26146,E7.75,13,6,10
26148,E7.75,13,4,5
26149,E7.75,13,7,12
26151,E7.75,13,6,10
26152,E7.75,13,12,1
26154,E7.75,13,3,6
26155,E7.75,13,0,3
26156,E7.75,13,3,5
26158,E7.75,13,11,0
26159,E7.75,13,5,4
26161,E7.75,13,3,5
26162,E7.75,13,5,4
26163,E7.75,13,4,5
26164,E7.75,13,5,8
26166,E7.75,13,0,3
26168,E7.75,13,11,0
26169,E7.75,13,5,4
26170,E7.75,13,12,1
26171,E7.75,13,10,11
26172,E7.75,13,4,5
26173,E7.75,13,11,0
26174,E7.75,13,5,4
26175,E7.75,13,4,5
26177,E7.75,13,7,8
26178,E7.75,13,5,8
26179,E7.75,13,11,0
26180,E7.75,13,0,3
26182,E7.75,13,4,5
26183,E7.75,13,2,11
26184,E7.75,13,4,5
26185,E7.75,13,9,7
26186,E7.75,13,4,5
26187,E7.75,13,7,8
26188,E7.75,13,2,11
26189,E7.75,13,0,3
26190,E7.75,13,0,3
26193,E7.75,13,5,4
26194,E7.75,13,4,5
26195,E7.75,13,0,3
26197,E7.75,13,2,11
26198,E7.75,13,7,12
26199,E7.75,13,1,1
26200,E7.75,13,4,5
26201,E7.75,13,13,7
26202,E7.75,13,8,9
26203,E7.75,13,12,1
26204,E7.75,13,5,4
26205,E7.75,13,2,11
26207,E7.75,13,2,11
26209,E7.75,13,5,4
26210,E7.75,13,10,11
26211,E7.75,13,3,6
26212,E7.75,13,6,10
26213,E7.75,13,0,3
26214,E7.75,13,9,7
26215,E7.75,13,10,11
26216,E7.75,13,6,10
26217,E7.75,13,8,9
26218,E7.75,13,7,8
26219,E7.75,13,12,1
26220,E7.75,13,5,8
26223,E7.75,13,3,6
26226,E7.75,13,2,11
26227,E7.75,13,2,11
26228,E7.75,13,4,5
26229,E7.75,13,3,6
26230,E7.75,13,2,11
26232,E7.75,13,2,11
26233,E7.75,13,3,5
26234,E7.75,13,0,3
26235,E7.75,13,8,9
26236,E7.75,13,1,1
26237,E7.75,13,7,12
26238,E7.75,13,10,11
26239,E7.75,13,0,3
26240,E7.75,13,0,3
26241,E7.75,13,1,1
26242,E7.75,13,6,10
26243,E7.75,13,0,3
26244,E7.75,13,14,3
26245,E7.75,13,10,11
26246,E7.75,13,3,11
26247,E7.75,13,6,10
26248,E7.75,13,12,1
26249,E7.75,13,2,11
26250,E7.75,13,2,11
26252,E7.75,13,2,11
26253,E7.75,13,4,5
26254,E7.75,13,2,11
26257,E7.75,13,14,3
26258,E7.75,13,3,11
26260,E7.75,13,4,5
26262,E7.75,13,2,11
26263,E7.75,13,6,10
26264,E7.75,13,4,5
26265,E7.75,13,4,5
26266,E7.75,13,6,10
26267,E7.75,13,0,3
26268,E7.75,13,1,1
26269,E7.75,13,0,3
26270,E7.75,13,6,10
26271,E7.75,13,1,1
26272,E7.75,13,9,7
26273,E7.75,13,10,6
26274,E7.75,13,0,3
26275,E7.75,13,8,9
26276,E7.75,13,3,6
26277,E7.75,13,1,1
26278,E7.75,13,10,6
26279,E7.75,13,2,11
26280,E7.75,13,8,9
26281,E7.75,13,3,11
26283,E7.75,13,11,0
26284,E7.75,13,0,3
26285,E7.75,13,0,3
26286,E7.75,13,3,6
26288,E7.75,13,3,6
26289,E7.75,13,0,3
26290,E7.75,13,10,11
26291,E7.75,13,0,3
26292,E7.75,13,1,1
26293,E7.75,13,7,12
26295,E7.75,13,11,0
26297,E7.75,13,9,7
26298,E7.75,13,6,10
26299,E7.75,13,11,0
26300,E7.75,13,6,10
26301,E7.75,13,2,11
26302,E7.75,13,12,1
26303,E7.75,13,10,11
26304,E7.75,13,6,10
26305,E7.75,13,12,1
26306,E7.75,13,8,9
26309,E7.75,13,8,9
26310,E7.75,13,1,1
26311,E7.75,13,3,6
26312,E7.75,13,6,10
26313,E7.75,13,7,8
26316,E7.75,13,10,11
26317,E7.75,13,0,3
26318,E7.75,13,9,7
26320,E7.75,13,9,7
26321,E7.75,13,12,1
26322,E7.75,13,0,3
26323,E7.75,13,8,9
26324,E7.75,13,2,11
26326,E7.75,13,8,5
26327,E7.75,13,2,11
26330,E7.75,13,2,11
26331,E7.75,13,1,1
26332,E7.75,13,4,5
26334,E7.75,13,7,8
26335,E7.75,13,10,6
26338,E7.75,13,0,3
26339,E7.75,13,7,12
26340,E7.75,13,2,11
26341,E7.75,13,7,8
26343,E7.75,13,7,8
26344,E7.75,13,7,8
26345,E7.75,13,6,10
26346,E7.75,13,12,1
26348,E7.75,13,3,6
26349,E7.75,13,0,3
26350,E7.75,13,3,6
26351,E7.75,13,9,7
26352,E7.75,13,3,6
26353,E7.75,13,6,10
26354,E7.75,13,1,1
26356,E7.75,13,2,11
26357,E7.75,13,13,2
26358,E7.75,13,10,11
26359,E7.75,13,3,6
26361,E7.75,13,11,0
26362,E7.75,13,10,11
26363,E7.75,13,5,4
26364,E7.75,13,10,6
26366,E7.75,13,2,11
26367,E7.75,13,2,11
26369,E7.75,13,6,10
26370,E7.75,13,4,5
26371,E7.75,13,2,11
26372,E7.75,13,0,3
26373,E7.75,13,8,9
26375,E7.75,13,9,7
26377,E7.75,13,0,3
26378,E7.75,13,5,8
26379,E7.75,13,3,11
26380,E7.75,13,6,7
26381,E7.75,13,13,2
26382,E7.75,13,4,5
26383,E7.75,13,1,1
26384,E7.75,13,4,5
26385,E7.75,13,1,1
26386,E7.75,13,8,9
26388,E7.75,13,10,11
26389,E7.75,13,4,5
26390,E7.75,13,10,11
26391,E7.75,13,4,5
26392,E7.75,13,3,11
26393,E7.75,13,2,11
26394,E7.75,13,5,4
26395,E7.75,13,0,3
26396,E7.75,13,8,9
26397,E7.75,13,6,10
26398,E7.75,13,14,3
26399,E7.75,13,5,8
26400,E7.75,13,6,10
26402,E7.75,13,0,3
26403,E7.75,13,1,1
26405,E7.75,13,3,6
26406,E7.75,13,7,8
26407,E7.75,13,3,11
26410,E7.75,13,3,6
26411,E7.75,13,6,10
26412,E7.75,13,8,9
26413,E7.75,13,2,11
26414,E7.75,13,2,11
26416,E7.75,13,1,1
26417,E7.75,13,8,9
26418,E7.75,13,2,11
26419,E7.75,13,7,8
26421,E7.75,13,0,3
26424,E7.75,13,1,1
26425,E7.75,13,2,11
26426,E7.75,13,7,8
26427,E7.75,13,8,9
26428,E7.75,13,11,0
26429,E7.75,13,5,8
26430,E7.75,13,6,10
26431,E7.75,13,6,10
26432,E7.75,13,2,11
26433,E7.75,13,3,6
26434,E7.75,13,1,1
26435,E7.75,13,3,5
26437,E7.75,13,0,3
26438,E7.75,13,8,9
26439,E7.75,13,0,3
26440,E7.75,13,2,11
26441,E7.75,13,5,8
26442,E7.75,13,11,0
26443,E7.75,13,0,3
26444,E7.75,13,0,3
26445,E7.75,13,3,11
26446,E7.75,13,1,1
26447,E7.75,13,8,9
26448,E7.75,13,0,3
26450,E7.75,13,9,7
26451,E7.75,13,6,10
26452,E7.75,13,6,10
26454,E7.75,13,7,8
26456,E7.75,13,6,10
26458,E7.75,13,11,0
26459,E7.75,13,2,11
26460,E7.75,13,0,3
26461,E7.75,13,3,6
26462,E7.75,13,2,11
26463,E7.75,13,2,11
26464,E7.75,13,6,10
26466,E7.75,13,5,4
26468,E7.75,13,3,6
26470,E7.75,13,6,10
26473,E7.75,13,7,12
26474,E7.75,13,9,7
26475,E7.75,13,3,6
26476,E7.75,13,4,5
26477,E7.75,13,4,5
26478,E7.75,13,10,11
26479,E7.75,13,8,9
26480,E7.75,13,3,11
26483,E7.75,13,3,6
26485,E7.75,13,4,5
26489,E7.75,13,4,5
26491,E7.75,13,13,2
26493,E7.75,13,0,3
26494,E7.75,13,5,4
26495,E7.75,13,4,5
26496,E7.75,13,2,11
26497,E7.75,13,2,11
26499,E7.75,13,2,11
26502,E7.75,13,8,9
26504,E7.75,13,4,5
26507,E7.75,13,2,11
26508,E7.75,13,3,6
26510,E7.75,13,4,5
26511,E7.75,13,1,1
26512,E7.75,13,8,9
26513,E7.75,13,2,11
26514,E7.75,13,8,7
26517,E7.75,13,6,10
26518,E7.75,13,0,3
26519,E7.75,13,8,7
26520,E7.75,13,3,6
26521,E7.75,13,5,8
26522,E7.75,13,2,11
26523,E7.75,13,2,11
26524,E7.75,13,2,11
26526,E7.75,13,3,6
26527,E7.75,13,5,8
26528,E7.75,13,1,1
26529,E7.75,13,2,11
26530,E7.75,13,6,10
26531,E7.75,13,3,6
26532,E7.75,13,1,1
26533,E7.75,13,5,4
26534,E7.75,13,4,5
26535,E7.75,13,0,3
26536,E7.75,13,0,3
26537,E7.75,13,1,1
26538,E7.75,13,8,5
26539,E7.75,13,14,3
26540,E7.75,13,0,3
26541,E7.75,13,1,1
26543,E7.75,13,8,9
26544,E7.75,13,5,8
26545,E7.75,13,4,5
26546,E7.75,13,3,6
26547,E7.75,13,9,7
26548,E7.75,13,6,5
26550,E7.75,13,11,0
